Pos|Titolo|Publisher|Anno|TitoloNorm|Link
1944|Nights of the Crusades|Aetheric Dreams|2012|nights of the crusades|http://index.rpg.net/display-entry.phtml?mainid=19497
1945|R.A.EX. Public Handbook v1.3|R.A.EX. GAMES|2012|r.a.ex.|http://index.rpg.net/display-entry.phtml?mainid=19355
1946|TVRPS|Priebe Press|2012|tvrps|http://index.rpg.net/display-entry.phtml?mainid=19413
1962|Psi*Run|Night Sky Games|2012|psi*run|http://index.rpg.net/display-entry.phtml?mainid=19768
1965|Arcana Agency: The Thief of Memories|Megara Entertainment|2012|arcana agency|http://index.rpg.net/display-entry.phtml?mainid=19600
162|13th Age|Pelgrane Press|2013|13th age|http://index.rpg.net/display-entry.phtml?mainid=19636
319|Tenra Bansho Zero|Kotodama Heavy Industries|2013|tenra bansho zero|http://index.rpg.net/display-entry.phtml?mainid=19546
497|Volant - Kingdoms of Air and Stone|Flying Mice|2013|volant|http://index.rpg.net/display-entry.phtml?mainid=19571
529|Fate Core|Evil Hat Productions|2013|fate core|http://index.rpg.net/display-entry.phtml?mainid=19601
756|All For Me Grog|Mount Zion Press|2013|all for me grog|http://index.rpg.net/display-entry.phtml?mainid=19604
870|Rocket Age|Cubicle 7 Entertainment|2013|rocket age|http://index.rpg.net/display-entry.phtml?mainid=19642
1378|Numenera|Monte Cook Games|2013|numenera|http://index.rpg.net/display-entry.phtml?mainid=19639
1513|Infinem|Day Dreamer Interactive|2013|infinem|http://index.rpg.net/display-entry.phtml?mainid=19533
1598|Shattered Moon|Broken Tower|2013|shattered moon|http://index.rpg.net/display-entry.phtml?mainid=19560
1637|Little Wizards|Crafty Games|2013|little wizards|http://index.rpg.net/display-entry.phtml?mainid=19779
1818|Fate Accelerated|Evil Hat Productions|2013|fate accelerated|http://index.rpg.net/display-entry.phtml?mainid=19602
1826|Hillfolk|Pelgrane Press|2013|hillfolk|http://index.rpg.net/display-entry.phtml?mainid=19623
1829|Arrows of Indra|Bedrock Games|2013|arrows of indra|http://index.rpg.net/display-entry.phtml?mainid=19801
1840|Psi-punk|Accessible Games|2013|psi-punk|http://index.rpg.net/display-entry.phtml?mainid=19598
1881|Bleake Rebellion|The Houseless Hills|2013|bleake rebellion|http://index.rpg.net/display-entry.phtml?mainid=19759
1888|Better Angels|Arc Dream Publishing|2013|better angels|http://index.rpg.net/display-entry.phtml?mainid=19617
1898|Owl Hoot Trail|Pelgrane Press|2013|owl hoot trail|http://index.rpg.net/display-entry.phtml?mainid=19625
1907|Broomstix and Kauldronz|Howl In The Night|2013|broomstix and kauldronz|http://index.rpg.net/display-entry.phtml?mainid=19514
1909|Reap the Whirlwind|White Wolf Publishing|2013|reap the whirlwind|http://index.rpg.net/display-entry.phtml?mainid=19587
1914|Kromore 2145|Raex Games|2013|kromore 2145|http://index.rpg.net/display-entry.phtml?mainid=19640
1922|Mythic Origins|Paizo Publishing|2013|mythic origins|http://index.rpg.net/display-entry.phtml?mainid=19673
1931|Triumphant! Super Heroic Roleplaying|Beyond Belief Games|2013|triumphant|http://index.rpg.net/display-entry.phtml?mainid=19613
1941|1%er - The Outlaw Motorcycle Game|Creepy Doll Studios|2013|1%er|http://index.rpg.net/display-entry.phtml?mainid=19773
1950|1366|Graham Rose|2013|1366|http://index.rpg.net/display-entry.phtml?mainid=19566
1956|Paleomythic|Graham Rose|2013|paleomythic|http://index.rpg.net/display-entry.phtml?mainid=19567
1957|Sojourner's Quest|Randall C Ellis|2013|sojourner's quest|http://index.rpg.net/display-entry.phtml?mainid=19732
1964|Valiant Girls|Night Sky Games|2013|valiant girls|http://index.rpg.net/display-entry.phtml?mainid=19769
1966|Bath Salts|Creepy Doll Studios|2013|bath salts|http://index.rpg.net/display-entry.phtml?mainid=19772
1967|Dude, Run!|Creepy Doll Studios|2013|dude, run|http://index.rpg.net/display-entry.phtml?mainid=19774
1969|One Foot in the Grave|Creepy Doll Studios|2013|one foot in the grave|http://index.rpg.net/display-entry.phtml?mainid=19771
